,crop_name,soil_type,crop_age_days,day_of_year,temperature_C,humidity_%,rainfall_mm,effective_rainfall_mm,solar_radiation_MJ_m2_day,wind_speed_m_s,field_capacity_%,wilting_point_%,soil_moisture_%,reference_evapotranspiration_ET0_mm_day,crop_coefficient_Kc,application_efficiency_%,root_zone_depth_m,available_water_content_mm_per_m,irrigation_interval_days,p_fraction,irrigate,irrigation_amount_m3
787,Wheat,Sandy,91,167,21.25,68.39,5.79,2.41,11.45,3.16,26.13,8.22,15.64,2.0,0.599,75.15,0.377,136.45,6,0.453,1,212.3814
3332,Rice,Sandy,80,301,19.74,78.58,4.33,4.18,21.79,0.7,28.49,13.44,19.43,2.0,0.973,63.82,0.32,98.59,10,0.528,1,211.3319
7236,Tomato,Sandy,58,18,24.34,72.38,2.8,2.54,20.78,4.0,20.7,14.95,20.7,3.057,1.027,84.17,0.568,155.21,3,0.447,0,0.0
1092,Wheat,Clayey,84,287,22.14,42.39,8.53,5.2,29.57,4.89,38.18,22.37,32.43,2.126,0.676,65.45,1.12,170.83,5,0.303,1,405.3515
9103,Tomato,Sandy,17,79,20.81,66.7,8.84,7.18,18.13,2.6,23.16,13.63,19.37,2.125,0.657,65.7,0.905,158.8,4,0.379,1,184.4684
5020,Tomato,Silty,8,147,26.47,31.84,0.43,0.22,23.79,4.33,32.86,12.58,16.63,2.473,0.468,85.97,0.568,89.5,6,0.588,1,376.9327
9353,Tomato,Silty,90,327,25.51,53.24,1.22,1.11,28.74,1.77,26.82,14.19,21.26,2.867,0.778,79.73,0.457,130.16,6,0.355,1,126.0903
5944,Wheat,Clayey,68,17,22.87,53.16,0.81,0.74,22.01,1.19,41.56,20.34,35.55,2.415,0.852,77.31,0.556,139.45,3,0.488,0,0.0
3280,Wheat,Clayey,83,332,37.45,35.12,0.86,0.73,8.49,1.27,41.4,18.29,37.8,2.0,0.687,72.21,0.691,146.3,10,0.558,0,0.0
8186,Rice,Silty,35,2,32.5,35.64,0.01,0.01,14.93,4.18,28.55,16.68,23.72,2.464,1.04,61.21,0.959,85.0,6,0.337,1,300.9375
2201,Rice,Sandy,15,46,31.24,37.59,0.3,0.23,13.97,4.11,29.92,11.77,24.92,2.375,0.736,60.24,0.722,112.28,10,0.558,0,0.0
1160,Wheat,Sandy,92,245,35.55,64.08,3.17,1.51,26.1,3.64,23.45,12.43,12.73,2.535,0.588,89.6,0.437,111.4,10,0.542,1,229.1996
5581,Tomato,Loamy,53,266,19.21,70.04,2.7,1.8,25.31,4.97,32.62,18.03,24.25,2.432,1.035,65.84,0.723,112.68,2,0.384,1,388.9017
3592,Tomato,Sandy,101,141,26.9,32.87,1.26,1.05,9.68,4.4,22.63,11.37,21.23,2.005,0.63,70.88,0.82,138.86,10,0.463,0,0.0
3952,Rice,Sandy,74,165,34.58,63.31,7.49,4.3,27.82,1.85,22.02,12.49,19.7,3.499,1.027,78.59,0.804,179.6,6,0.377,0,0.0
9691,Tomato,Loamy,42,145,26.21,45.46,2.13,1.81,20.3,1.79,31.27,18.79,23.29,2.499,0.952,72.43,0.605,160.84,1,0.577,1,266.8473
6247,Rice,Silty,42,17,24.96,91.39,3.01,2.67,22.29,1.82,27.93,15.09,25.92,2.225,1.096,80.47,0.579,94.53,10,0.333,0,0.0
4153,Maize,Sandy,117,150,36.44,80.86,1.29,1.13,6.46,1.54,27.16,13.15,16.11,2.887,0.54,85.02,0.818,171.56,3,0.354,1,415.4419
478,Maize,Sandy,9,43,22.51,62.85,4.03,2.73,21.91,1.71,26.4,9.58,12.52,3.135,0.478,61.0,0.586,127.51,3,0.494,1,557.351
1352,Tomato,Clayey,100,253,36.94,52.49,0.25,0.25,9.77,2.83,37.08,18.76,26.37,3.659,0.7,63.16,0.887,98.25,8,0.429,1,542.1801
4309,Maize,Sandy,92,336,16.18,72.91,2.46,2.04,9.88,3.02,28.75,12.13,27.92,2.0,0.798,86.66,1.19,156.3,8,0.369,0,0.0
5698,Tomato,Silty,110,287,21.54,86.85,0.52,0.32,10.75,4.2,26.19,13.76,20.06,2.0,0.63,67.65,0.549,112.93,4,0.58,1,28.2387
2647,Tomato,Sandy,73,199,31.06,34.94,8.96,7.51,24.98,2.31,20.16,12.99,16.46,2.472,0.91,86.77,0.538,107.85,4,0.557,0,0.0
8460,Rice,Clayey,71,206,36.03,49.0,2.32,1.54,17.79,1.89,40.02,22.32,28.63,2.765,1.055,80.12,0.764,161.39,2,0.398,1,398.783
8198,Wheat,Silty,112,188,32.63,70.32,1.05,0.49,16.08,3.31,30.15,16.41,23.41,2.342,0.45,81.66,0.474,170.24,3,0.569,0,0.0
7689,Tomato,Silty,88,32,34.23,83.49,0.13,0.08,7.53,4.58,25.89,15.91,22.56,2.36,0.793,66.39,0.411,144.09,7,0.324,1,87.459
9257,Tomato,Silty,37,64,22.28,59.93,5.55,2.7,13.13,0.68,31.2,13.07,15.87,2.0,0.915,76.85,0.345,160.49,6,0.502,1,319.9654
2589,Tomato,Clayey,49,323,16.48,59.93,0.15,0.08,9.01,0.76,44.59,24.65,30.55,2.0,1.005,77.9,0.724,125.71,6,0.56,1,548.6691
1033,Rice,Silty,118,239,37.05,94.56,5.62,2.5,21.5,0.68,27.6,12.79,22.74,2.079,0.63,61.2,0.367,108.19,6,0.444,0,0.0
4686,Tomato,Sandy,66,151,33.48,47.15,0.03,0.02,5.29,3.98,28.78,9.44,24.81,2.963,0.964,73.05,0.871,91.3,10,0.428,0,0.0
5011,Wheat,Loamy,95,31,23.9,62.96,1.43,1.0,17.03,4.15,31.56,17.13,25.73,2.157,0.555,86.03,1.166,113.5,6,0.554,0,0.0
2598,Tomato,Clayey,66,252,30.25,76.5,0.78,0.62,9.16,2.64,43.22,21.62,33.33,3.068,0.964,85.33,0.63,91.41,10,0.504,1,336.184
5819,Wheat,Silty,20,54,33.16,59.19,0.05,0.05,6.21,2.85,34.61,13.7,20.81,2.592,0.81,64.32,0.345,146.34,3,0.375,0,0.0
4608,Rice,Silty,1,19,34.73,87.17,5.4,3.41,10.74,1.2,33.52,14.82,24.99,2.778,0.422,62.29,1.009,163.43,1,0.55,0,0.0
8470,Wheat,Sandy,8,288,32.79,43.47,1.67,1.52,14.07,1.42,28.48,12.95,13.87,2.0,0.474,65.11,0.833,158.04,2,0.3,1,846.6264
9040,Wheat,Clayey,96,152,26.47,37.89,2.68,2.11,8.09,1.4,37.7,23.43,36.88,2.0,0.544,79.81,0.423,171.79,5,0.304,0,0.0
7450,Wheat,Silty,33,221,23.79,62.69,7.71,3.45,6.73,3.78,27.27,14.1,21.41,2.0,0.914,62.58,0.502,175.02,4,0.391,1,179.7108
4671,Maize,Silty,15,332,16.46,68.72,1.29,0.9,22.49,3.7,27.31,17.12,27.31,2.0,0.597,82.69,0.493,82.27,5,0.307,0,0.0
5583,Rice,Loamy,16,358,24.39,91.23,0.09,0.07,14.2,4.74,31.55,16.25,19.13,2.966,0.758,86.32,0.674,103.93,9,0.563,1,439.9503
3717,Rice,Sandy,51,284,34.61,64.8,1.02,0.5,9.36,3.57,25.84,12.42,21.77,2.608,1.168,73.33,0.826,99.1,7,0.485,1,31.2911
9327,Wheat,Silty,50,69,35.59,90.59,18.69,15.65,9.1,2.04,30.62,17.34,27.04,2.664,1.05,84.09,0.539,165.18,9,0.356,0,0.0
3928,Maize,Sandy,99,270,37.64,73.99,0.9,0.74,29.14,4.23,26.98,12.25,17.45,2.752,0.721,68.4,0.826,162.71,5,0.342,1,531.7631
3617,Rice,Loamy,53,164,19.67,91.76,1.69,1.14,29.62,0.72,31.88,18.85,21.95,3.165,1.184,68.95,0.676,155.57,10,0.411,1,334.8874
1425,Rice,Loamy,53,107,20.09,57.02,1.8,1.12,29.34,0.57,32.35,15.68,23.33,3.25,1.184,84.12,0.582,150.87,2,0.423,1,214.668
9378,Maize,Clayey,75,211,21.27,84.56,6.3,3.8,22.66,3.0,35.97,24.37,29.65,2.287,0.985,67.31,0.831,115.61,9,0.544,0,0.0
2919,Rice,Loamy,9,73,20.05,90.37,0.71,0.39,27.83,4.02,35.41,19.92,21.55,2.719,0.602,76.39,0.816,175.7,9,0.314,1,592.0571
3819,Tomato,Clayey,75,121,25.29,92.05,8.37,5.06,24.96,3.61,43.43,20.86,35.25,2.0,0.894,64.7,0.406,147.13,5,0.524,0,0.0
1871,Maize,Sandy,72,300,29.67,52.21,4.14,2.07,15.44,4.25,29.1,12.25,28.05,2.469,1.018,84.46,0.352,159.01,9,0.477,0,0.0
5487,Maize,Sandy,112,271,26.93,55.92,0.45,0.28,5.66,1.18,22.64,9.17,20.99,2.0,0.54,76.91,1.017,83.28,10,0.533,1,13.4475
480,Wheat,Silty,119,238,17.49,57.33,4.13,3.67,20.33,3.46,29.79,12.9,17.27,2.861,0.45,70.77,0.336,130.73,6,0.342,1,245.6537
5972,Tomato,Sandy,57,251,20.71,91.36,1.84,1.66,15.92,4.08,21.07,12.55,16.89,3.006,1.034,84.37,0.984,172.5,5,0.489,1,220.5583
9600,Tomato,Clayey,23,205,33.75,72.71,4.25,2.61,16.7,4.59,40.28,21.13,30.57,2.0,0.783,83.0,0.452,91.37,1,0.314,1,193.7701
2888,Maize,Sandy,4,311,23.28,44.72,4.97,2.01,8.9,3.99,23.87,10.55,15.93,2.194,0.379,76.89,1.05,123.24,10,0.343,0,0.0
6686,Rice,Sandy,101,132,32.5,58.8,0.0,0.0,7.52,2.4,27.93,11.92,17.45,2.0,0.782,60.08,0.931,113.49,6,0.383,0,0.0
6315,Rice,Clayey,7,127,34.07,54.91,2.32,1.33,29.59,1.89,38.5,18.21,26.95,2.505,0.557,86.6,1.019,164.27,3,0.4,1,524.7776
527,Rice,Sandy,112,248,22.76,75.81,1.29,0.65,5.59,0.98,23.52,11.22,13.98,2.027,0.63,80.83,1.015,80.93,10,0.476,1,548.4666
4129,Tomato,Sandy,71,77,30.4,45.34,0.37,0.28,8.73,0.86,24.56,10.15,15.04,2.0,0.926,67.61,0.815,99.68,10,0.397,1,416.8367
722,Wheat,Loamy,35,234,34.05,32.29,0.94,0.93,25.59,4.19,35.41,18.12,30.34,2.988,0.93,74.53,0.328,169.76,1,0.348,0,0.0
5120,Rice,Silty,90,178,15.29,46.15,2.34,1.2,13.78,0.52,27.87,13.59,25.25,2.0,0.882,87.52,0.992,177.03,8,0.551,1,23.6147
4722,Rice,Loamy,55,109,26.65,83.07,0.03,0.02,28.7,0.61,35.74,17.88,21.65,3.384,1.2,81.35,0.691,85.17,4,0.312,1,479.5118
220,Tomato,Clayey,21,272,28.37,86.17,0.35,0.19,6.75,1.42,41.05,19.47,22.35,2.249,0.741,66.14,0.606,164.32,3,0.519,1,596.4695
9188,Rice,Loamy,71,213,37.0,39.57,0.8,0.63,10.65,1.39,31.47,19.57,31.47,2.493,1.055,68.73,0.809,93.95,10,0.507,0,0.0
1935,Wheat,Clayey,65,227,30.18,60.24,8.88,7.81,17.07,1.81,37.36,19.48,34.71,2.975,0.885,60.75,0.945,100.17,5,0.474,0,0.0
344,Tomato,Loamy,39,183,21.82,30.98,7.32,4.98,27.16,0.68,36.89,15.53,20.95,2.0,0.93,72.51,0.907,168.41,2,0.575,1,880.5192
8332,Maize,Loamy,39,129,20.67,44.73,2.64,1.06,12.39,4.81,37.31,17.99,23.3,2.24,0.971,68.77,0.472,112.96,10,0.472,1,440.6001
9674,Maize,Sandy,78,135,34.88,41.55,3.95,2.13,21.51,4.95,29.55,13.09,18.84,3.009,0.952,65.88,0.628,171.02,2,0.455,1,432.0273
4483,Wheat,Silty,21,338,16.76,50.33,5.04,3.56,9.68,4.97,25.3,16.6,19.51,2.0,0.818,78.89,0.452,177.51,6,0.428,1,136.4203
9706,Rice,Sandy,109,345,31.48,85.33,3.8,1.88,28.45,2.86,22.85,11.41,18.65,2.0,0.709,75.84,0.562,80.21,8,0.577,0,0.0
8486,Rice,Clayey,114,296,28.24,87.77,3.74,2.99,22.55,0.63,38.71,19.06,33.63,2.211,0.63,61.4,0.409,115.4,7,0.424,0,0.0
9216,Rice,Clayey,86,66,21.97,89.12,0.21,0.2,28.27,1.11,40.11,24.8,36.66,2.0,0.918,62.59,0.543,173.3,7,0.537,0,0.0
6903,Tomato,Loamy,53,243,23.24,49.07,0.69,0.53,17.69,1.99,30.48,19.53,23.99,2.162,1.035,61.06,1.112,160.17,8,0.464,1,481.9801
9154,Tomato,Loamy,30,126,20.64,49.37,0.14,0.07,10.33,2.68,36.45,16.15,28.34,2.0,0.862,67.25,0.77,103.44,10,0.536,0,0.0
5960,Maize,Sandy,31,331,29.76,49.01,4.72,3.8,17.49,4.29,24.32,13.98,20.0,3.167,0.903,76.64,0.608,165.36,2,0.585,0,0.0
7034,Tomato,Clayey,66,21,15.08,31.73,6.03,4.57,29.33,1.94,40.07,21.2,29.29,3.108,0.964,63.73,0.532,164.86,8,0.598,0,0.0
6051,Tomato,Clayey,34,197,37.2,78.53,6.79,2.94,29.75,2.79,35.04,18.16,23.78,3.158,0.892,61.88,1.143,83.6,10,0.377,1,898.8617
2391,Rice,Silty,119,10,31.06,94.62,1.59,0.79,14.56,1.56,34.85,13.88,25.29,2.373,0.63,81.15,0.964,121.43,6,0.457,1,493.7192
7181,Maize,Silty,4,94,17.64,88.21,0.99,0.54,12.17,0.69,32.81,15.26,22.56,2.0,0.379,62.97,0.778,122.37,8,0.333,1,458.2003
4328,Tomato,Loamy,67,6,26.91,56.97,12.21,11.53,5.66,2.24,31.71,16.85,30.68,2.0,0.957,71.24,0.434,95.51,5,0.386,0,0.0
6452,Rice,Clayey,89,47,21.71,61.42,1.13,1.08,26.11,3.4,44.44,21.39,26.2,2.0,0.891,75.7,1.085,134.6,10,0.462,1,1011.5567
1983,Tomato,Loamy,40,362,31.41,37.67,4.2,3.21,28.71,2.23,39.16,15.78,26.72,3.326,0.938,82.46,0.355,90.73,9,0.588,0,0.0
8246,Wheat,Loamy,41,18,31.1,86.14,1.15,1.11,12.01,2.86,31.22,17.17,29.16,2.141,0.978,82.96,1.145,108.55,2,0.541,0,0.0
1554,Wheat,Loamy,68,289,21.49,53.92,3.0,1.49,29.14,2.28,36.04,18.14,27.07,2.0,0.852,77.8,0.874,128.34,1,0.599,0,0.0
4850,Maize,Silty,32,157,22.43,82.06,4.49,3.46,14.94,2.89,32.19,13.29,27.28,2.0,0.912,73.75,1.039,89.47,5,0.365,0,0.0
9095,Wheat,Clayey,95,44,37.17,35.64,4.66,2.41,23.43,1.34,42.63,19.87,26.34,2.729,0.555,87.12,1.177,107.14,4,0.599,1,881.5503
9922,Rice,Loamy,28,205,30.85,79.56,0.33,0.27,9.94,1.98,38.42,15.7,28.33,2.778,0.984,72.24,0.336,167.91,2,0.404,1,191.5614
7532,Wheat,Loamy,78,254,32.7,89.17,3.84,3.23,11.71,4.44,33.96,19.94,29.11,2.684,0.742,78.75,0.46,98.12,10,0.498,0,0.0
6853,Tomato,Sandy,84,285,24.1,45.99,6.07,3.33,26.82,4.84,20.27,12.38,14.66,2.0,0.824,79.7,0.633,168.91,6,0.38,1,175.7432
4641,Maize,Silty,35,259,37.34,45.96,4.66,2.51,16.76,1.03,34.28,16.2,21.01,2.372,0.937,74.43,0.313,165.2,10,0.484,1,228.6664
2881,Maize,Clayey,8,189,15.76,35.81,8.97,7.94,12.07,1.6,37.63,24.09,29.27,2.0,0.459,60.91,0.982,173.69,2,0.5,1,624.0691
1677,Tomato,Sandy,109,199,32.25,79.71,0.13,0.1,5.74,3.12,25.61,8.03,14.93,2.0,0.63,67.84,0.765,173.69,6,0.367,1,460.6316
4885,Maize,Clayey,31,29,15.59,64.32,2.01,1.35,22.99,0.76,37.24,18.72,22.57,2.349,0.903,78.22,0.874,106.33,1,0.425,1,589.2387
1964,Maize,Silty,37,162,30.53,63.89,0.26,0.19,11.22,1.69,28.2,14.76,19.53,2.0,0.954,75.26,0.406,138.83,6,0.363,1,192.7364
901,Wheat,Silty,116,226,28.35,86.66,1.67,1.13,9.59,3.6,30.53,17.51,30.53,2.166,0.45,72.77,0.335,88.58,3,0.344,0,0.0
7130,Maize,Sandy,85,262,28.23,78.9,4.22,3.95,17.6,2.38,21.71,13.66,17.88,2.704,0.875,66.31,0.793,140.39,6,0.443,1,206.706
3068,Wheat,Sandy,16,53,24.32,68.18,0.55,0.55,28.72,2.93,23.6,9.27,14.61,2.917,0.698,67.52,1.06,85.03,7,0.542,1,634.4457
2296,Maize,Sandy,50,96,22.86,31.04,1.44,1.42,18.63,4.8,20.79,11.81,14.49,2.814,1.065,89.56,1.153,128.29,9,0.564,1,295.3045
6237,Maize,Clayey,120,309,26.05,30.95,1.88,1.02,15.48,1.5,39.81,18.31,29.75,2.0,0.54,80.02,0.471,114.4,6,0.489,1,250.4927
5862,Maize,Loamy,65,51,19.37,80.51,1.9,0.78,18.37,2.48,34.63,15.32,26.85,2.0,1.095,84.62,0.506,85.47,1,0.4,1,160.2301
296,Rice,Loamy,17,107,35.1,77.13,0.66,0.63,28.03,1.42,39.6,16.28,27.69,2.709,0.781,65.27,0.381,112.2,1,0.397,1,256.2783
8778,Rice,Sandy,100,309,35.34,55.3,7.43,3.42,13.02,2.38,20.33,8.58,18.22,3.185,0.791,88.29,1.088,100.25,7,0.426,0,0.0
57,Maize,Loamy,27,108,25.42,32.34,1.97,1.95,10.84,3.17,39.31,17.18,20.58,2.0,0.835,67.07,0.467,175.04,2,0.477,1,570.0565
7242,Maize,Sandy,57,331,24.68,90.32,2.94,1.91,11.9,2.19,23.42,11.22,15.41,2.648,1.124,67.92,1.03,82.5,4,0.51,1,417.8392
4385,Tomato,Loamy,72,354,30.11,35.55,3.67,1.82,29.12,2.57,35.98,17.92,26.0,2.987,0.918,88.56,0.827,119.87,8,0.337,1,348.1678
2984,Wheat,Clayey,52,342,29.83,42.7,3.15,3.06,23.88,1.92,40.06,20.63,33.29,2.076,1.028,89.98,0.781,167.64,9,0.561,0,0.0
27,Rice,Sandy,11,194,16.87,65.37,6.37,6.14,25.3,1.86,24.17,14.03,21.05,2.581,0.646,66.45,0.405,151.81,10,0.358,0,0.0
4407,Wheat,Loamy,120,33,29.97,36.89,4.28,3.02,18.28,3.09,33.51,16.02,28.79,3.065,0.45,68.95,0.796,111.8,6,0.536,0,0.0
9877,Wheat,Silty,97,312,17.65,89.74,1.83,0.95,22.08,2.76,26.89,17.61,26.89,2.33,0.533,75.32,0.603,160.9,2,0.324,0,0.0
2676,Maize,Silty,59,51,16.63,48.93,0.75,0.47,8.81,2.3,27.25,14.72,17.99,2.0,1.141,80.54,0.967,154.17,9,0.469,0,0.0
8545,Rice,Silty,115,13,33.35,45.46,2.82,2.71,12.29,1.52,29.54,14.71,26.64,2.211,0.63,83.19,0.739,128.08,2,0.39,0,0.0
5262,Wheat,Loamy,118,206,23.91,46.87,0.19,0.12,5.3,3.04,30.83,19.36,19.36,2.576,0.45,70.96,0.556,166.55,2,0.504,1,350.0629
5841,Maize,Sandy,53,168,28.9,40.38,1.19,1.17,6.69,2.5,25.62,8.93,18.34,2.0,1.09,83.77,0.383,151.37,4,0.554,0,0.0
7021,Wheat,Sandy,62,37,26.85,31.32,0.08,0.06,24.85,3.47,26.6,14.15,23.2,2.843,0.918,89.03,1.166,106.91,1,0.303,1,180.5453
3248,Maize,Silty,27,200,25.21,68.98,3.67,3.48,10.73,2.19,28.66,16.81,21.93,2.608,0.835,78.69,0.618,153.47,8,0.57,0,0.0
5667,Rice,Loamy,67,250,25.92,73.28,1.61,1.06,6.73,4.15,39.72,19.49,23.82,2.0,1.091,84.78,0.522,152.31,6,0.507,1,406.9728
3884,Rice,Loamy,35,65,18.54,65.78,0.71,0.44,24.46,2.47,38.71,17.12,29.4,2.063,1.04,62.64,0.842,127.23,1,0.466,1,455.5043
7663,Tomato,Silty,9,340,32.63,71.51,1.64,0.94,12.6,2.65,29.9,13.8,22.93,2.487,0.489,63.84,0.342,168.53,7,0.562,0,0.0
295,Wheat,Silty,35,50,32.91,62.77,1.6,1.42,27.9,2.5,26.58,16.11,26.04,2.425,0.93,64.91,0.987,84.61,7,0.413,0,0.0
3161,Maize,Sandy,66,305,19.84,56.34,0.19,0.1,15.29,1.81,21.2,12.93,19.0,2.132,1.084,81.72,1.028,113.95,8,0.459,0,0.0
2580,Rice,Silty,80,340,23.93,94.95,0.81,0.79,29.29,3.84,33.66,14.87,27.77,3.397,0.973,78.9,0.32,111.08,3,0.505,0,0.0
3870,Rice,Loamy,46,142,20.16,87.62,0.52,0.3,6.93,4.73,32.3,19.41,32.3,2.0,1.128,88.11,0.92,146.41,4,0.539,0,0.0
9210,Tomato,Loamy,24,165,34.86,85.49,8.96,6.24,19.24,3.91,35.74,16.75,22.66,3.591,0.804,66.03,0.679,132.46,1,0.528,1,575.0764
4404,Wheat,Clayey,92,217,18.62,64.57,1.04,0.59,26.31,2.13,38.44,19.56,38.44,2.0,0.588,62.48,1.034,95.31,9,0.321,0,0.0
6952,Rice,Clayey,59,194,19.39,70.89,2.41,2.41,6.58,1.26,40.03,22.95,31.28,2.34,1.164,83.23,0.996,119.45,7,0.525,1,412.605
648,Wheat,Sandy,98,110,18.37,74.86,0.62,0.33,25.68,3.14,25.04,8.34,20.98,2.193,0.522,65.25,0.597,82.97,10,0.537,0,0.0
1370,Tomato,Sandy,40,211,16.54,51.28,2.01,0.94,27.66,2.02,24.0,13.18,15.92,2.859,0.938,76.66,0.568,86.85,9,0.507,1,241.9017
9855,Tomato,Loamy,98,358,31.84,91.7,0.15,0.12,24.41,0.66,30.85,19.49,22.39,2.0,0.716,80.29,0.634,113.86,8,0.448,1,234.6561
6992,Maize,Silty,8,309,20.26,56.12,8.56,7.07,21.55,4.28,32.8,14.91,19.9,2.258,0.459,77.45,0.488,87.81,1,0.514,1,341.1249
5532,Tomato,Silty,50,43,28.09,55.88,3.58,2.36,16.53,4.39,30.53,17.07,23.62,2.975,1.012,69.72,0.646,151.63,2,0.55,1,259.7337
9620,Wheat,Silty,98,198,35.81,93.79,2.29,1.72,13.73,3.13,30.04,14.42,24.04,3.891,0.522,63.57,1.094,154.78,9,0.4,1,374.1546
5708,Wheat,Sandy,65,283,34.77,65.21,1.5,0.87,29.1,2.55,23.19,10.15,15.36,3.085,0.885,64.05,1.183,116.2,6,0.349,1,578.2732
4209,Rice,Sandy,117,335,31.76,46.28,0.65,0.34,14.41,3.7,26.19,12.46,22.57,2.0,0.63,63.7,0.812,139.25,1,0.594,0,0.0
681,Maize,Sandy,35,87,18.34,46.96,0.09,0.04,18.84,3.83,28.12,10.66,26.06,2.395,0.937,62.61,0.437,86.67,8,0.477,0,0.0
434,Wheat,Sandy,37,227,26.68,92.98,0.5,0.4,14.37,1.68,22.53,9.48,13.89,2.043,0.946,79.75,0.94,130.21,8,0.521,0,0.0
9309,Tomato,Silty,77,299,29.81,86.6,1.74,1.35,24.4,4.14,28.53,16.17,17.53,3.541,0.879,61.85,1.111,167.11,3,0.492,1,835.619
4824,Maize,Silty,34,287,28.59,74.33,3.68,2.39,15.7,2.3,32.12,13.23,16.1,2.126,0.929,73.9,0.536,93.49,9,0.54,1,450.9048
9761,Wheat,Silty,3,17,20.55,58.08,0.01,0.01,7.76,3.73,25.88,12.29,18.78,2.0,0.334,86.37,0.626,111.62,7,0.463,0,0.0
3159,Tomato,Sandy,40,235,28.5,79.98,8.56,8.22,7.93,1.94,26.21,9.88,15.19,2.0,0.938,64.79,1.192,147.66,7,0.552,1,918.0669
1489,Maize,Clayey,69,116,25.18,65.64,2.99,2.62,18.59,2.82,43.49,20.18,39.14,2.0,1.051,77.97,1.163,81.67,3,0.556,0,0.0
2987,Tomato,Loamy,36,145,33.16,78.03,3.51,3.35,11.55,2.26,38.47,16.83,19.07,3.239,0.908,79.03,0.366,121.54,6,0.439,1,350.038
812,Maize,Silty,78,359,23.11,41.12,1.64,1.52,12.14,3.31,30.9,14.21,30.47,2.323,0.952,88.73,0.809,113.61,5,0.403,0,0.0
1882,Maize,Clayey,81,85,37.72,63.14,3.39,2.57,25.81,4.18,40.31,22.8,25.4,3.628,0.919,88.71,0.582,139.92,8,0.412,1,451.7366
9267,Maize,Loamy,86,300,17.78,75.43,3.99,3.12,7.38,4.09,36.44,16.27,32.96,2.0,0.864,79.48,1.15,138.1,6,0.303,0,0.0
4936,Maize,Clayey,73,56,26.23,80.06,1.52,0.95,10.25,0.67,36.95,22.47,31.32,2.0,1.007,62.45,1.098,128.98,10,0.529,0,0.0
9935,Rice,Clayey,43,152,20.89,55.17,2.57,2.4,5.01,0.65,41.61,19.27,32.21,2.0,1.104,62.92,0.392,145.46,6,0.518,0,0.0
1940,Tomato,Silty,44,250,33.16,58.89,2.52,2.41,16.64,4.51,32.68,12.44,27.56,2.958,0.967,86.52,0.759,130.71,4,0.598,0,0.0
3296,Rice,Sandy,45,255,25.27,82.54,1.44,1.42,26.18,2.14,25.79,11.39,23.31,2.019,1.12,80.45,0.541,114.65,2,0.512,1,10.2132
3534,Wheat,Silty,81,214,37.96,66.94,1.48,0.62,14.02,4.03,27.62,16.55,19.14,2.669,0.709,75.18,1.031,153.13,10,0.326,1,463.3566
4525,Wheat,Clayey,35,279,35.34,73.94,0.82,0.67,27.22,2.35,42.6,22.87,37.7,2.987,0.93,65.07,0.381,131.45,9,0.373,0,0.0
3729,Maize,Silty,92,147,32.03,66.68,5.4,4.78,8.18,2.17,33.63,17.68,28.35,2.167,0.798,75.14,0.773,173.76,6,0.496,0,0.0
7015,Tomato,Silty,78,85,26.81,68.81,3.71,2.29,16.28,4.79,33.1,17.17,21.76,2.495,0.871,68.44,0.939,80.08,4,0.39,1,630.815
1612,Wheat,Clayey,113,57,24.85,78.8,1.65,1.36,16.6,3.54,39.89,22.01,39.89,2.699,0.45,87.72,1.074,104.4,9,0.384,0,0.0
1181,Wheat,Silty,17,247,30.36,62.27,5.33,3.34,15.01,4.69,33.28,17.0,29.75,2.584,0.726,73.6,1.022,106.69,4,0.424,0,0.0
1375,Maize,Silty,9,244,16.38,83.8,4.45,3.99,18.1,1.95,29.21,16.04,16.71,2.221,0.478,89.23,0.339,100.85,2,0.529,1,181.3879
9224,Tomato,Silty,34,237,24.35,65.18,0.17,0.08,18.72,4.41,26.63,12.84,24.15,2.792,0.892,64.97,1.022,152.82,8,0.439,0,0.0
3946,Maize,Silty,82,351,26.97,61.44,1.46,1.29,16.13,4.32,27.12,12.55,17.19,3.359,0.908,86.15,1.053,143.8,6,0.567,1,465.1369
7210,Maize,Silty,60,344,37.81,93.6,1.12,0.62,29.58,1.42,32.56,13.63,17.52,2.975,1.15,73.53,0.823,103.03,8,0.484,1,761.6695
5211,Maize,Sandy,12,23,27.3,49.27,4.8,4.27,21.85,3.68,26.7,9.04,23.41,2.205,0.538,81.91,0.805,178.49,3,0.348,1,23.8442
63,Maize,Loamy,92,252,31.01,44.36,2.9,1.77,8.39,2.45,35.03,18.92,28.76,2.429,0.798,78.24,0.407,158.48,3,0.452,0,0.0
626,Maize,Silty,83,331,37.8,70.79,2.25,1.39,27.79,0.76,29.29,12.7,15.98,3.423,0.897,62.16,0.373,80.75,5,0.384,0,0.0
4421,Tomato,Clayey,114,152,37.02,65.4,1.4,0.82,15.98,1.65,43.12,19.12,35.23,2.606,0.63,71.87,0.341,147.46,9,0.532,0,0.0
1669,Wheat,Silty,19,332,16.34,94.54,3.83,2.14,9.93,3.32,29.67,17.08,21.94,2.0,0.782,61.09,1.114,143.91,4,0.487,0,0.0
2112,Rice,Loamy,51,146,20.12,57.7,0.41,0.23,23.26,4.89,33.05,18.61,26.03,2.0,1.168,66.19,0.316,173.16,4,0.38,1,133.4586
5804,Maize,Sandy,92,196,26.82,88.8,5.57,5.56,15.43,1.57,24.46,13.52,18.32,2.0,0.798,61.14,0.729,118.95,10,0.34,1,286.5423
